StepID,SOP_ID,Order,Step_Title,Description,Acceptance_Criteria,Estimated_Duration,Input_Artifacts,Output_Artifacts,Automation_Candidate,KPI_Impacted
STEP-SOP-026-05,SOP-026,5,Requirements Gathering – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-027-01,SOP-027,1,Implementation/Setup – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-027-02,SOP-027,2,Implementation/Setup – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-027-03,SOP-027,3,Implementation/Setup – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-027-04,SOP-027,4,Implementation/Setup – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-027-05,SOP-027,5,Implementation/Setup – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-028-01,SOP-028,1,Training & Enablement – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-028-02,SOP-028,2,Training & Enablement – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-028-03,SOP-028,3,Training & Enablement – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-028-04,SOP-028,4,Training & Enablement – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-028-05,SOP-028,5,Training & Enablement – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-029-01,SOP-029,1,Go-Live/Launch Readiness – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-029-02,SOP-029,2,Go-Live/Launch Readiness – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-029-03,SOP-029,3,Go-Live/Launch Readiness – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-029-04,SOP-029,4,Go-Live/Launch Readiness – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-029-05,SOP-029,5,Go-Live/Launch Readiness – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-030-01,SOP-030,1,Hypercare (30/60/90) – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-030-02,SOP-030,2,Hypercare (30/60/90) – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-030-03,SOP-030,3,Hypercare (30/60/90) – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-030-04,SOP-030,4,Hypercare (30/60/90) – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-030-05,SOP-030,5,Hypercare (30/60/90) – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-031-01,SOP-031,1,Onboarding Closeout & Feedback – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-031-02,SOP-031,2,Onboarding Closeout & Feedback – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-031-03,SOP-031,3,Onboarding Closeout & Feedback – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-031-04,SOP-031,4,Onboarding Closeout & Feedback – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-031-05,SOP-031,5,Onboarding Closeout & Feedback – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-032-01,SOP-032,1,Project Intake & Planning – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-032-02,SOP-032,2,Project Intake & Planning – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-032-03,SOP-032,3,Project Intake & Planning – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-032-04,SOP-032,4,Project Intake & Planning – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-032-05,SOP-032,5,Project Intake & Planning – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-033-01,SOP-033,1,Work Execution & QA – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-033-02,SOP-033,2,Work Execution & QA – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-033-03,SOP-033,3,Work Execution & QA – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-033-04,SOP-033,4,Work Execution & QA – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-033-05,SOP-033,5,Work Execution & QA – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-034-01,SOP-034,1,Change Request Management – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-034-02,SOP-034,2,Change Request Management – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-034-03,SOP-034,3,Change Request Management – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-034-04,SOP-034,4,Change Request Management – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-034-05,SOP-034,5,Change Request Management – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-035-01,SOP-035,1,Deliverable Packaging & Handover – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-035-02,SOP-035,2,Deliverable Packaging & Handover – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-035-03,SOP-035,3,Deliverable Packaging & Handover – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-035-04,SOP-035,4,Deliverable Packaging & Handover – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-035-05,SOP-035,5,Deliverable Packaging & Handover – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-036-01,SOP-036,1,Issue/Incident Response – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-036-02,SOP-036,2,Issue/Incident Response – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-036-03,SOP-036,3,Issue/Incident Response – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-036-04,SOP-036,4,Issue/Incident Response – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-036-05,SOP-036,5,Issue/Incident Response – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-037-01,SOP-037,1,Maintenance & Service Reviews – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-037-02,SOP-037,2,Maintenance & Service Reviews – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-037-03,SOP-037,3,Maintenance & Service Reviews – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-037-04,SOP-037,4,Maintenance & Service Reviews – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-037-05,SOP-037,5,Maintenance & Service Reviews – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-038-01,SOP-038,1,Product Sourcing/Vetting – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-038-02,SOP-038,2,Product Sourcing/Vetting – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-038-03,SOP-038,3,Product Sourcing/Vetting – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-038-04,SOP-038,4,Product Sourcing/Vetting – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-038-05,SOP-038,5,Product Sourcing/Vetting – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-039-01,SOP-039,1,Inventory Planning & Reorder – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-039-02,SOP-039,2,Inventory Planning & Reorder – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-039-03,SOP-039,3,Inventory Planning & Reorder – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-039-04,SOP-039,4,Inventory Planning & Reorder – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-039-05,SOP-039,5,Inventory Planning & Reorder – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-040-01,SOP-040,1,Listing Creation & QA – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-040-02,SOP-040,2,Listing Creation & QA – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-040-03,SOP-040,3,Listing Creation & QA – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-040-04,SOP-040,4,Listing Creation & QA – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-040-05,SOP-040,5,Listing Creation & QA – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-041-01,SOP-041,1,Order Fulfillment & Shipping – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-041-02,SOP-041,2,Order Fulfillment & Shipping – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-041-03,SOP-041,3,Order Fulfillment & Shipping – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-041-04,SOP-041,4,Order Fulfillment & Shipping – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-041-05,SOP-041,5,Order Fulfillment & Shipping – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-042-01,SOP-042,1,Returns & Exchanges – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-042-02,SOP-042,2,Returns & Exchanges – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-042-03,SOP-042,3,Returns & Exchanges – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-042-04,SOP-042,4,Returns & Exchanges – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-042-05,SOP-042,5,Returns & Exchanges – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-043-01,SOP-043,1,Supplier Performance Review – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-043-02,SOP-043,2,Supplier Performance Review – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-043-03,SOP-043,3,Supplier Performance Review – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-043-04,SOP-043,4,Supplier Performance Review – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-043-05,SOP-043,5,Supplier Performance Review – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-044-01,SOP-044,1,Roadmap & Backlog Grooming – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-044-02,SOP-044,2,Roadmap & Backlog Grooming – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-044-03,SOP-044,3,Roadmap & Backlog Grooming – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-044-04,SOP-044,4,Roadmap & Backlog Grooming – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-044-05,SOP-044,5,Roadmap & Backlog Grooming – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-045-01,SOP-045,1,Sprint Planning & Standups – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-045-02,SOP-045,2,Sprint Planning & Standups – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-045-03,SOP-045,3,Sprint Planning & Standups – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-045-04,SOP-045,4,Sprint Planning & Standups – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-045-05,SOP-045,5,Sprint Planning & Standups – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-046-01,SOP-046,1,Code Review & QA – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-046-02,SOP-046,2,Code Review & QA – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-046-03,SOP-046,3,Code Review & QA – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-046-04,SOP-046,4,Code Review & QA – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-046-05,SOP-046,5,Code Review & QA – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-047-01,SOP-047,1,Release/Deployment Management – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-047-02,SOP-047,2,Release/Deployment Management – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-047-03,SOP-047,3,Release/Deployment Management – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-047-04,SOP-047,4,Release/Deployment Management – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-047-05,SOP-047,5,Release/Deployment Management – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-048-01,SOP-048,1,Security Patch & Vulnerability Mgmt – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-048-02,SOP-048,2,Security Patch & Vulnerability Mgmt – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-048-03,SOP-048,3,Security Patch & Vulnerability Mgmt – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-048-04,SOP-048,4,Security Patch & Vulnerability Mgmt – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-048-05,SOP-048,5,Security Patch & Vulnerability Mgmt – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-049-01,SOP-049,1,Uptime/Monitoring/Incident Mgmt – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-049-02,SOP-049,2,Uptime/Monitoring/Incident Mgmt – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-049-03,SOP-049,3,Uptime/Monitoring/Incident Mgmt – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-049-04,SOP-049,4,Uptime/Monitoring/Incident Mgmt – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-049-05,SOP-049,5,Uptime/Monitoring/Incident Mgmt – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-050-01,SOP-050,1,Change Log & Communications – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-050-02,SOP-050,2,Change Log & Communications – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-050-03,SOP-050,3,Change Log & Communications – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-050-04,SOP-050,4,Change Log & Communications – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-050-05,SOP-050,5,Change Log & Communications – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-051-01,SOP-051,1,Helpdesk/Ticket Triage – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-051-02,SOP-051,2,Helpdesk/Ticket Triage – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-051-03,SOP-051,3,Helpdesk/Ticket Triage – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-051-04,SOP-051,4,Helpdesk/Ticket Triage – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-051-05,SOP-051,5,Helpdesk/Ticket Triage – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-052-01,SOP-052,1,Escalation & RCA – Step 1,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-052-02,SOP-052,2,Escalation & RCA – Step 2,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-052-03,SOP-052,3,Escalation & RCA – Step 3,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
STEP-SOP-052-04,SOP-052,4,Escalation & RCA – Step 4,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,Candidate,Primary KPI TBD
STEP-SOP-052-05,SOP-052,5,Escalation & RCA – Step 5,"Describe the action, inputs, outputs, and acceptance criteria.",Passes QA checklist,30-60 min,As listed in SOP,As listed in SOP,No,Primary KPI TBD
