MappingID,BusinessID,ProcessID,Priority,Maturity_Level_0to5,R_Responsible,A_Accountable,C_Consulted,I_Informed
MAP-00648,BU-007,PROC-066,Low,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00649,BU-007,PROC-067,Low,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00650,BU-007,PROC-068,Low,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00651,BU-007,PROC-069,Medium,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00652,BU-007,PROC-070,Medium,1,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00653,BU-007,PROC-071,Low,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00654,BU-007,PROC-072,Low,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00655,BU-007,PROC-073,Medium,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00656,BU-007,PROC-074,Low,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00657,BU-007,PROC-075,Low,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00658,BU-007,PROC-076,Medium,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00659,BU-007,PROC-077,Low,1,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00660,BU-007,PROC-078,Low,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00661,BU-007,PROC-079,Low,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00662,BU-007,PROC-080,Low,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00663,BU-007,PROC-081,Medium,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00664,BU-007,PROC-082,Low,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00665,BU-007,PROC-083,Medium,1,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00666,BU-007,PROC-084,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00667,BU-007,PROC-085,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00668,BU-007,PROC-086,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00669,BU-007,PROC-087,Medium,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00670,BU-007,PROC-088,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00671,BU-007,PROC-089,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00672,BU-007,PROC-090,Low,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00673,BU-007,PROC-091,Medium,1,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00674,BU-007,PROC-092,Low,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00675,BU-007,PROC-093,Medium,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00676,BU-007,PROC-094,Medium,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00677,BU-007,PROC-095,Low,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00678,BU-007,PROC-096,Medium,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00679,BU-007,PROC-097,Medium,1,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00680,BU-008,PROC-001,Low,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00681,BU-008,PROC-002,Medium,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00682,BU-008,PROC-003,Low,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00683,BU-008,PROC-004,Medium,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00684,BU-008,PROC-005,Medium,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00685,BU-008,PROC-006,Low,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00686,BU-008,PROC-007,Low,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00687,BU-008,PROC-008,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00688,BU-008,PROC-009,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00689,BU-008,PROC-010,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00690,BU-008,PROC-011,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00691,BU-008,PROC-012,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00692,BU-008,PROC-013,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00693,BU-008,PROC-014,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00694,BU-008,PROC-015,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00695,BU-008,PROC-016,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00696,BU-008,PROC-017,Low,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00697,BU-008,PROC-018,Medium,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00698,BU-008,PROC-019,Low,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00699,BU-008,PROC-020,Low,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00700,BU-008,PROC-021,Low,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00701,BU-008,PROC-022,Low,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00702,BU-008,PROC-023,Low,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00703,BU-008,PROC-024,Low,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00704,BU-008,PROC-025,Low,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00705,BU-008,PROC-026,Medium,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00706,BU-008,PROC-027,Low,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00707,BU-008,PROC-028,Medium,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00708,BU-008,PROC-029,Medium,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00709,BU-008,PROC-030,Low,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00710,BU-008,PROC-031,Medium,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00711,BU-008,PROC-032,Medium,2,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00712,BU-008,PROC-033,Medium,2,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00713,BU-008,PROC-034,Medium,2,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00714,BU-008,PROC-035,Medium,2,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00715,BU-008,PROC-036,Medium,2,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00716,BU-008,PROC-037,Medium,2,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00717,BU-008,PROC-038,Medium,2,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00718,BU-008,PROC-039,Medium,2,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00719,BU-008,PROC-040,Medium,2,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00720,BU-008,PROC-041,Low,2,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00721,BU-008,PROC-042,Medium,2,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00722,BU-008,PROC-043,Medium,2,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00723,BU-008,PROC-044,Low,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00724,BU-008,PROC-045,Low,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00725,BU-008,PROC-046,Low,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00726,BU-008,PROC-047,Medium,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00727,BU-008,PROC-048,Medium,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00728,BU-008,PROC-049,Medium,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00729,BU-008,PROC-050,Low,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00730,BU-008,PROC-051,High,2,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00731,BU-008,PROC-052,High,2,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00732,BU-008,PROC-053,High,2,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00733,BU-008,PROC-054,High,2,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00734,BU-008,PROC-055,High,2,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00735,BU-008,PROC-056,High,2,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00736,BU-008,PROC-057,High,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00737,BU-008,PROC-058,High,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00738,BU-008,PROC-059,High,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00739,BU-008,PROC-060,High,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00740,BU-008,PROC-061,High,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00741,BU-008,PROC-062,High,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00742,BU-008,PROC-063,High,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00743,BU-008,PROC-064,Medium,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00744,BU-008,PROC-065,Medium,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00745,BU-008,PROC-066,Low,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00746,BU-008,PROC-067,Low,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00747,BU-008,PROC-068,Low,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00748,BU-008,PROC-069,Medium,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00749,BU-008,PROC-070,Medium,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00750,BU-008,PROC-071,Medium,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00751,BU-008,PROC-072,Medium,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00752,BU-008,PROC-073,Low,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00753,BU-008,PROC-074,Medium,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00754,BU-008,PROC-075,Medium,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00755,BU-008,PROC-076,Low,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00756,BU-008,PROC-077,Low,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00757,BU-008,PROC-078,Low,2,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00758,BU-008,PROC-079,Medium,2,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00759,BU-008,PROC-080,Low,2,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00760,BU-008,PROC-081,Medium,2,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00761,BU-008,PROC-082,Low,2,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00762,BU-008,PROC-083,Low,2,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00763,BU-008,PROC-084,Medium,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00764,BU-008,PROC-085,Low,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00765,BU-008,PROC-086,Low,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00766,BU-008,PROC-087,Low,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00767,BU-008,PROC-088,Medium,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00768,BU-008,PROC-089,Low,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00769,BU-008,PROC-090,Medium,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00770,BU-008,PROC-091,Low,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00771,BU-008,PROC-092,High,2,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00772,BU-008,PROC-093,High,2,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00773,BU-008,PROC-094,High,2,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00774,BU-008,PROC-095,High,2,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00775,BU-008,PROC-096,High,2,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00776,BU-008,PROC-097,High,2,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00777,BU-009,PROC-001,Low,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00778,BU-009,PROC-002,Low,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00779,BU-009,PROC-003,Low,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00780,BU-009,PROC-004,Low,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00781,BU-009,PROC-005,Low,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00782,BU-009,PROC-006,Medium,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00783,BU-009,PROC-007,Medium,2,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00784,BU-009,PROC-008,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00785,BU-009,PROC-009,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00786,BU-009,PROC-010,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00787,BU-009,PROC-011,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00788,BU-009,PROC-012,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00789,BU-009,PROC-013,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00790,BU-009,PROC-014,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00791,BU-009,PROC-015,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00792,BU-009,PROC-016,High,2,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00793,BU-009,PROC-017,High,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00794,BU-009,PROC-018,High,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00795,BU-009,PROC-019,High,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00796,BU-009,PROC-020,High,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00797,BU-009,PROC-021,High,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00798,BU-009,PROC-022,High,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00799,BU-009,PROC-023,High,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00800,BU-009,PROC-024,High,2,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00801,BU-009,PROC-025,High,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00802,BU-009,PROC-026,High,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00803,BU-009,PROC-027,High,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00804,BU-009,PROC-028,High,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00805,BU-009,PROC-029,High,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00806,BU-009,PROC-030,High,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00807,BU-009,PROC-031,High,2,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00808,BU-009,PROC-032,Low,2,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00809,BU-009,PROC-033,Low,2,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00810,BU-009,PROC-034,Medium,2,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00811,BU-009,PROC-035,Low,2,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00812,BU-009,PROC-036,Low,2,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00813,BU-009,PROC-037,Low,2,Operations Lead,Executive Sponsor,Customer Success Lead,Support Lead
MAP-00814,BU-009,PROC-038,Medium,2,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00815,BU-009,PROC-039,Low,2,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00816,BU-009,PROC-040,Low,2,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00817,BU-009,PROC-041,Medium,2,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00818,BU-009,PROC-042,Low,2,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00819,BU-009,PROC-043,Medium,2,Operations Lead,Finance Lead,Support Lead,Executive Sponsor
MAP-00820,BU-009,PROC-044,High,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00821,BU-009,PROC-045,High,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00822,BU-009,PROC-046,High,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00823,BU-009,PROC-047,High,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00824,BU-009,PROC-048,High,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00825,BU-009,PROC-049,High,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00826,BU-009,PROC-050,High,2,Product/Engineering Lead,Executive Sponsor,Support Lead,Operations Lead
MAP-00827,BU-009,PROC-051,High,2,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00828,BU-009,PROC-052,High,2,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00829,BU-009,PROC-053,High,2,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00830,BU-009,PROC-054,High,2,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00831,BU-009,PROC-055,High,2,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00832,BU-009,PROC-056,High,2,Support Lead,Customer Success Lead,Operations Lead,Executive Sponsor
MAP-00833,BU-009,PROC-057,Low,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00834,BU-009,PROC-058,Low,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00835,BU-009,PROC-059,Low,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00836,BU-009,PROC-060,Low,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00837,BU-009,PROC-061,Low,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00838,BU-009,PROC-062,Medium,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00839,BU-009,PROC-063,Medium,2,Finance Lead,Executive Sponsor,Operations Lead,HR/People Ops
MAP-00840,BU-009,PROC-064,Medium,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00841,BU-009,PROC-065,Medium,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00842,BU-009,PROC-066,Low,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00843,BU-009,PROC-067,Low,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00844,BU-009,PROC-068,Medium,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00845,BU-009,PROC-069,Low,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00846,BU-009,PROC-070,Low,2,HR/People Ops,Executive Sponsor,Operations Lead,Finance Lead
MAP-00847,BU-009,PROC-071,High,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00848,BU-009,PROC-072,High,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00849,BU-009,PROC-073,High,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00850,BU-009,PROC-074,High,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00851,BU-009,PROC-075,High,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00852,BU-009,PROC-076,High,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00853,BU-009,PROC-077,High,2,Compliance Officer,Executive Sponsor,Finance Lead,Operations Lead
MAP-00854,BU-009,PROC-078,Low,2,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00855,BU-009,PROC-079,Medium,2,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00856,BU-009,PROC-080,Medium,2,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00857,BU-009,PROC-081,Low,2,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00858,BU-009,PROC-082,Medium,2,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00859,BU-009,PROC-083,Low,2,Automation Architect,Product/Engineering Lead,Data/Analytics Lead,Operations Lead
MAP-00860,BU-009,PROC-084,Medium,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00861,BU-009,PROC-085,Low,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00862,BU-009,PROC-086,Low,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00863,BU-009,PROC-087,Low,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00864,BU-009,PROC-088,Low,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00865,BU-009,PROC-089,Low,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00866,BU-009,PROC-090,Low,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00867,BU-009,PROC-091,Low,2,Operations Lead,Executive Sponsor,Compliance Officer,Finance Lead
MAP-00868,BU-009,PROC-092,Low,2,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00869,BU-009,PROC-093,Low,2,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00870,BU-009,PROC-094,Low,2,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00871,BU-009,PROC-095,Low,2,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00872,BU-009,PROC-096,Medium,2,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00873,BU-009,PROC-097,Medium,2,Operations Lead,Executive Sponsor,Marketing Lead,Support Lead
MAP-00874,BU-010,PROC-001,Medium,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00875,BU-010,PROC-002,Low,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00876,BU-010,PROC-003,Medium,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00877,BU-010,PROC-004,Medium,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00878,BU-010,PROC-005,Medium,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00879,BU-010,PROC-006,Medium,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00880,BU-010,PROC-007,Low,1,Executive Sponsor,Operations Lead,Marketing Lead,Finance Lead
MAP-00881,BU-010,PROC-008,Low,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00882,BU-010,PROC-009,Low,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00883,BU-010,PROC-010,Medium,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00884,BU-010,PROC-011,Medium,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00885,BU-010,PROC-012,Low,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00886,BU-010,PROC-013,Medium,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00887,BU-010,PROC-014,Low,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00888,BU-010,PROC-015,Medium,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00889,BU-010,PROC-016,Low,1,Marketing Lead,Executive Sponsor,Sales Lead,Operations Lead
MAP-00890,BU-010,PROC-017,Medium,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00891,BU-010,PROC-018,Medium,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00892,BU-010,PROC-019,Low,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00893,BU-010,PROC-020,Medium,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00894,BU-010,PROC-021,Medium,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00895,BU-010,PROC-022,Low,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00896,BU-010,PROC-023,Medium,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00897,BU-010,PROC-024,Low,1,Sales Lead,Executive Sponsor,Marketing Lead,Operations Lead
MAP-00898,BU-010,PROC-025,Medium,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00899,BU-010,PROC-026,Medium,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00900,BU-010,PROC-027,Low,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00901,BU-010,PROC-028,Low,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00902,BU-010,PROC-029,Low,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
MAP-00903,BU-010,PROC-030,Low,1,Customer Success Lead,Operations Lead,Sales Lead,Marketing Lead
